,algorithm,seed,feature,information_gain
36,tsfresh_base,123,Promo__median,769290.6666666666
37,tsfresh_base,123,"DayOfWeek_5__agg_autocorrelation__f_agg_""mean""__maxlag_40",195313.507875
38,tsfresh_base,123,Open__standard_deviation,188677.26302415002
39,tsfresh_base,123,"Promo__agg_autocorrelation__f_agg_""var""__maxlag_40",389798.61120689654
40,tsfresh_base,123,Open__autocorrelation__lag_5,385362.57940600056
41,tsfresh_base,123,"DayOfWeek_2__agg_autocorrelation__f_agg_""var""__maxlag_40",609743.0675
42,tsfresh_base,123,Open__autocorrelation__lag_9,1169984.0359530193
43,tsfresh_base,123,DayOfWeek_5__autocorrelation__lag_3,4232608.0
44,tsfresh_base,123,"StateHoliday_c__agg_autocorrelation__f_agg_""var""__maxlag_40",1019389.8202999999
45,tsfresh_base,123,DayOfWeek_7__autocorrelation__lag_9,1706807.6979999999
46,tsfresh_base,123,Open__autocorrelation__lag_3,243192.68493085713
47,tsfresh_base,123,DayOfWeek_4,1172271.44525
48,tsfresh_base,123,"DayOfWeek_1__agg_autocorrelation__f_agg_""var""__maxlag_40",584823.3023129033
49,tsfresh_base,123,DayOfWeek_6__autocorrelation__lag_1,414172.00003333343
50,tsfresh_base,123,"DayOfWeek_4__agg_autocorrelation__f_agg_""mean""__maxlag_40",109448.048203
51,tsfresh_base,123,"DayOfWeek_7__agg_autocorrelation__f_agg_""var""__maxlag_40",153728.7862842105
52,tsfresh_base,123,StateHoliday_c__autocorrelation__lag_8,1214800.3664545456
53,tsfresh_base,123,StateHoliday_0__autocorrelation__lag_4,37.917334866666664
54,tsfresh_base,123,StateHoliday_c__mean,243254.4950323
55,tsfresh_base,123,StateHoliday_b__standard_deviation,9855.22559
56,tsfresh_base,123,"DayOfWeek_7__agg_autocorrelation__f_agg_""median""__maxlag_40",1052110.0
57,tsfresh_base,123,"StateHoliday_b__agg_autocorrelation__f_agg_""var""__maxlag_40",27.2018871
58,tsfresh_base,123,"DayOfWeek_1__agg_autocorrelation__f_agg_""median""__maxlag_40",389577.4921666666
59,tsfresh_base,123,"StateHoliday_0__agg_autocorrelation__f_agg_""mean""__maxlag_40",539174.0971625
60,tsfresh_base,123,StateHoliday_0__autocorrelation__lag_5,273293.73740000004
61,tsfresh_base,123,"DayOfWeek_3__agg_autocorrelation__f_agg_""var""__maxlag_40",131365.884324775
62,tsfresh_base,123,Promo__autocorrelation__lag_1,466903.8360833333
63,tsfresh_base,123,"DayOfWeek_5__agg_autocorrelation__f_agg_""var""__maxlag_40",149128.52040853634
64,tsfresh_base,123,DayOfWeek_4__autocorrelation__lag_8,459368.75
65,tsfresh_base,123,DayOfWeek_6__autocorrelation__lag_2,403606.64701818186
66,tsfresh_base,123,DayOfWeek_3__autocorrelation__lag_2,259369.6844
67,tsfresh_base,123,"DayOfWeek_4__agg_autocorrelation__f_agg_""median""__maxlag_40",151117.79499999998
68,tsfresh_base,123,DayOfWeek_4__autocorrelation__lag_1,382415.64075
69,tsfresh_base,123,StateHoliday_a,980.57135
